ITMNUM;PRICE_NET;PRICE_BRU;CURRENCY;PRILIST;CUSGRP
HVENTICELLO80CM000101DE;470.10310; ;1;SPL18-0011;900005787
HVENTICELLO80CM000104DE;470.10310; ;1;SPL18-0011;900005787
HVENTICELLO100CM000101DE;557.73200; ;1;SPL18-0011;900005787
HVENTICELLO100CM000104DE;557.73200; ;1;SPL18-0011;900005787
HVENTICELLO100CMDOPPEL000101DE;557.73200; ;1;SPL18-0011;900005787
HVENTICELLO100CMDOPPEL000104DE;557.73200; ;1;SPL18-0011;900005787
HVENTICELLO120CMDOPPEL000101DE;659.79380; ;1;SPL18-0011;900005787
HVENTICELLO120CMDOPPEL000104DE;659.79380; ;1;SPL18-0011;900005787
HVENTICELLO130CMDOPPEL000101DE;721.64950; ;1;SPL18-0011;900005787
HVENTICELLO130CMDOPPEL000104DE;721.64950; ;1;SPL18-0011;900005787
HMYDAY65CM000101DE;353.60825; ;1;SPL18-0011;900005787
HMYDAY65CM000104DE;353.60825; ;1;SPL18-0011;900005787
HMYDAY80CM000101DE;445.36082; ;1;SPL18-0011;900005787
HMYDAY80CM000104DE;445.36082; ;1;SPL18-0011;900005787
HMYDAY100CM000101DE;543.29897; ;1;SPL18-0011;900005787
HMYDAY100CM000104DE;543.29897; ;1;SPL18-0011;900005787
HMYDAY130CM000101DE;695.87629; ;1;SPL18-0011;900005787
HMYDAY130CM000104DE;695.87629; ;1;SPL18-0011;900005787
HIT60CM2000101DE;298.96910; ;1;SPL18-0011;900005787
HIT60CM2000104DE;298.96910; ;1;SPL18-0011;900005787
HIT80CM000101DE;377.31960; ;1;SPL18-0011;900005787
HIT80CM000104DE;377.31960; ;1;SPL18-0011;900005787
HIT100CM000101DE;458.76290; ;1;SPL18-0011;900005787
HIT100CM000104DE;458.76290; ;1;SPL18-0011;900005787
HIT100CMDOPPEL000101DE;467.01030; ;1;SPL18-0011;900005787
HIT100CMDOPPEL000104DE;467.01030; ;1;SPL18-0011;900005787
HIT130CMDOPPEL000101DE;589.69070; ;1;SPL18-0011;900005787
HIT130CMDOPPEL000104DE;589.69070; ;1;SPL18-0011;900005787
OSIRIS15000DE;1093.61000; ;1;SPL18-0011;900005787
OSIRIS16000DE;1095.75000; ;1;SPL18-0011;900005787
OSIRIS17000;1095.75000; ;1;SPL18-0011;900005787
OSIRIS18000;1135.42000; ;1;SPL18-0011;900005787
OSIRIS19000;1142.93000; ;1;SPL18-0011;900005787
OSIRIS20000DE;1155.79000; ;1;SPL18-0011;900005787
DYONE;1101.11000; ;1;SPL18-0011;900005787
SANTINI75000216DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINIHS100000101DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIHS100000101DE;103.36207;119.9;1;SPL13-0002;DE_B2C
SANTINIHS100000101DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIHS100000103DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIHS100000103DE;103.36207;119.9;1;SPL13-0002;DE_B2C
SANTINIHS100000103DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIHS100000104DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIHS100000104DE;103.36207;119.9;1;SPL13-0002;DE_B2C
SANTINIHS100000104DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIHS100000214DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIHS100000214DE;103.36207;119.9;1;SPL13-0002;DE_B2C
SANTINIHS100000214DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIHS100000216DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIHS100000216DE;103.36207;119.9;1;SPL13-0002;DE_B2C
HEPHAISTOS60000104DE;294.74000; ;1;SPL18-0034;900001660
HEPHAISTOS75000101DE;321.05000; ;1;SPL18-0034;900001660
HEPHAISTOS75000104DE;321.05000; ;1;SPL18-0034;900001660
HEPHAISTOS100000101DE;347.37000; ;1;SPL18-0034;900001660
HEPHAISTOS100000104DE;347.37000; ;1;SPL18-0034;900001660
AGAMEMNON70000101DE;183.15790; ;1;SPL18-0034;900001660
AGAMEMNON70STAND000101DE;217.89470; ;1;SPL18-0034;900001660
AGAMEMNON90000101DE;209.47370; ;1;SPL18-0034;900001660
AGAMEMNON90STAND000101DE;256.84210; ;1;SPL18-0034;900001660
AGAMEMNON120000101DE;237.55790; ;1;SPL18-0034;900001660
AGAMEMNON120STAND000101DE;276.96840; ;1;SPL18-0034;900001660
AGAMEMNON120DOPPEL000101DE;237.55790; ;1;SPL18-0034;900001660
SANTINIHS100000216DE;94.74134;109.9;3;SPL13-0002;UK_B2C
AGAMEMNON120STANDOPPEL000101DE;276.96840; ;1;SPL18-0034;900001660
KASSANDRA60000101DE;154.35790; ;1;SPL18-0034;900001660
KASSANDRA60STAND000101DE;181.72630; ;1;SPL18-0034;900001660
KASSANDRA70000101DE;171.87370; ;1;SPL18-0034;900001660
KASSANDRA70STAND000101DE;198.14740; ;1;SPL18-0034;900001660
KASSANDRA80000101DE;187.20000; ;1;SPL18-0034;900001660
KASSANDRA80STAND000101DE;212.37890; ;1;SPL18-0034;900001660
KASSANDRA90000101DE;205.26320; ;1;SPL18-0034;900001660
KASSANDRA90STAND000101DE;229.47370; ;1;SPL18-0034;900001660
KASSANDRA100000101DE;211.28420; ;1;SPL18-0034;900001660
KASSANDRA100STAND000101DE;248.50530; ;1;SPL18-0034;900001660
AMILION550000101DE;148.42110; ;1;SPL18-0034;900001660
SANTINIHS135000101DE;116.58330;139.9;1;SPL13-0002;FR_B2C
SANTINIHS135000101DE;129.22415;149.9;1;SPL13-0002;DE_B2C
SANTINIHS135000101DE;120.60342;139.9;3;SPL13-0002;UK_B2C
SANTINIHS135000103DE;116.58330;139.9;1;SPL13-0002;FR_B2C
SANTINIHS135000103DE;129.22415;149.9;1;SPL13-0002;DE_B2C
SANTINIHS135000103DE;120.60342;139.9;3;SPL13-0002;UK_B2C
SANTINIHS135000104DE;116.58330;139.9;1;SPL13-0002;FR_B2C
SANTINIHS135000104DE;129.22415;149.9;1;SPL13-0002;DE_B2C
SANTINIHS135000104DE;120.60342;139.9;3;SPL13-0002;UK_B2C
SANTINIHS135000214DE;116.58330;139.9;1;SPL13-0002;FR_B2C
SANTINIHS135000214DE;129.22415;149.9;1;SPL13-0002;DE_B2C
SANTINIHS135000214DE;120.60342;139.9;3;SPL13-0002;UK_B2C
SANTINIHS135000216DE;116.58330;139.9;1;SPL13-0002;FR_B2C
SANTINIHS135000216DE;129.22415;149.9;1;SPL13-0002;DE_B2C
SANTINIHS135000216DE;120.60342;139.9;3;SPL13-0002;UK_B2C
SANTINILED000101DE;62.41670;74.9;1;SPL13-0002;FR_B2C
SANTINILED000101DE;64.56899;74.9;1;SPL13-0002;DE_B2C
SANTINILED000101DE;60.25863;69.9;3;SPL13-0002;UK_B2C
SANTINILED000103DE;62.41670;74.9;1;SPL13-0002;FR_B2C
SANTINILED000103DE;64.56899;74.9;1;SPL13-0002;DE_B2C
SANTINILED000103DE;60.25863;69.9;3;SPL13-0002;UK_B2C
SANTINILED000104DE;62.41670;74.9;1;SPL13-0002;FR_B2C
SANTINILED000104DE;64.56899;74.9;1;SPL13-0002;DE_B2C
SANTINILED000104DE;60.25863;69.9;3;SPL13-0002;UK_B2C
SANTINILED000214DE;62.41670;74.9;1;SPL13-0002;FR_B2C
SANTINILED000214DE;64.56899;74.9;1;SPL13-0002;DE_B2C
SANTINILED000214DE;60.25863;69.9;3;SPL13-0002;UK_B2C
SANTINILED000216DE;62.41670;74.9;1;SPL13-0002;FR_B2C
SANTINILED000216DE;64.56899;74.9;1;SPL13-0002;DE_B2C
BELLASET80000101DE;791.41670; ;1;SPL13-0002;FR_B2C
BELLASET80000101DE;641.58330; ;1;SPL13-0003;FR_B2C
BELLASET80000101DE;775.60343; ;1;SPL13-0002;DE_B2C
BELLASET80000101DE;603.36211; ;1;SPL13-0003;DE_B2C
BELLASET80000101DE;758.53452; ;3;SPL13-0002;UK_B2C
BELLASET80000101DE;586.12065; ;3;SPL13-0003;UK_B2C
BELLASET100000101DE;841.41670; ;1;SPL13-0002;FR_B2C
BELLASET100000101DE;691.58330; ;1;SPL13-0003;FR_B2C
BELLASET100000101DE;818.70687; ;1;SPL13-0002;DE_B2C
BELLASET100000101DE;663.70691; ;1;SPL13-0003;DE_B2C
BELLASET100000101DE;827.32760; ;3;SPL13-0002;UK_B2C
BELLASET100000101DE;629.22409; ;3;SPL13-0003;UK_B2C
INFINITY1000000216DE;387.84480;449.9;1;SPL13-0002;DE_B2C
SANTINILED000216DE;60.25863;69.9;3;SPL13-0002;UK_B2C
SP110000101DE;146.46551;149.9;1;SPL13-0002;DE_B2C
SP60000101DE;116.29306;134.9;1;SPL13-0002;DE_B2C
ROMAXLSET000101DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000101DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000101DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000101DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000101DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
ROMAXLSET000101DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000103DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000103DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000103DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000103DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000103DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
SANTINIMS000101DE;99.91670;119.9;1;SPL13-0002;FR_B2C
PEGASUSXL000204DE;708.25000;849.9;1;SPL13-0002;FR_B2C
PEGASUSXL000204DE;732.67243;849.9;1;SPL13-0002;DE_B2C
PEGASUSXL000204DE;861.98276;999.9;3;SPL13-0002;UK_B2C
PEGASUSXL000204DE;672.32764;779.9;3;SPL13-0003;UK_B2C
RENOVA-NR-1-65CM000214DE;433.25000;519.9;1;SPL13-0002;FR_B2C
RENOVA-NR-1-65CM000214DE;448.18970;519.9;1;SPL13-0002;DE_B2C
RENOVA-NR-1-65CM000214DE;318.87927;369.9;1;SPL13-0003;DE_B2C
RENOVA-NR-1-65CM000214DE;405.08616;469.9;3;SPL13-0002;UK_B2C
ROMAXLSET000103DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000104DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000104DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000104DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000104DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
SANTINIMS000101DE;111.98280;129.9;1;SPL13-0002;DE_B2C
ROMAXLSET000104DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
ROMAXLSET000104DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000202DE;1241.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000202DE;1141.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000202DE;1197.93104;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000202DE;1094.74142;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000202DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
ROMAXLSET000202DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000204DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000204DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000204DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000204DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000204DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
SANTINIMS000101DE;94.74134;109.9;3;SPL13-0002;UK_B2C
ROMAXLSET000204DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000214DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000214DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000214DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000214DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000214DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
ROMAXLSET000214DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
ROMAXLSET000216DE;1266.33330;1489.6;1;SPL13-0002;FR_B2C
ROMAXLSET000216DE;1166.58330;1369.9;1;SPL13-0003;FR_B2C
ROMAXLSET000216DE;1223.79313;1389.6;1;SPL13-0002;DE_B2C
ROMAXLSET000216DE;1120.60341;1269.9;1;SPL13-0003;DE_B2C
ROMAXLSET000216DE;1146.20687;1329.6;3;SPL13-0002;UK_B2C
ROMAXLSET000216DE;1068.87934;1239.9;3;SPL13-0003;UK_B2C
SANTINIMS000103DE;99.91670;119.9;1;SPL13-0002;FR_B2C
P0542214;104.23600; ;1;SPL18-0023;100011485
P0542276;104.23600; ;1;SPL18-0023;100011485
P0542278;104.23600; ;1;SPL18-0023;100011485
P0542284;104.23600; ;1;SPL18-0023;100011485
P0542314;109.38600; ;1;SPL18-0023;100011485
P0542376;109.38600; ;1;SPL18-0023;100011485
P0542378;109.38600; ;1;SPL18-0023;100011485
P0542384;109.38600; ;1;SPL18-0023;100011485
P0542445;33.16600; ;1;SPL18-0023;100011485
P0542476;33.16600; ;1;SPL18-0023;100011485
P0542496;33.16600; ;1;SPL18-0023;100011485
P0542576;56.85600; ;1;SPL18-0023;100011485
P0542645;48.61600; ;1;SPL18-0023;100011485
SANTINIMS000103DE;111.98280;129.9;1;SPL13-0002;DE_B2C
P0542676;48.61600; ;1;SPL18-0023;100011485
P0542696;48.61600; ;1;SPL18-0023;100011485
P0542745;74.36600; ;1;SPL18-0023;100011485
P0542776;74.36600; ;1;SPL18-0023;100011485
P0542796;74.36600; ;1;SPL18-0023;100011485
P0542976;73.33600; ;1;SPL18-0023;100011485
P0543476;68.18600; ;1;SPL18-0023;100011485
P0543576;63.03600; ;1;SPL18-0023;100011485
P0543976;105.47200; ;1;SPL18-0023;100011485
P0548476;73.33600; ;1;SPL18-0023;100011485
P0548478;73.33600; ;1;SPL18-0023;100011485
P0548484;73.33600; ;1;SPL18-0023;100011485
P0560024;186.84200; ;1;SPL18-0023;100011485
SANTINIMS000103DE;94.74134;109.9;3;SPL13-0002;UK_B2C
AMILION550000104DE;148.42110; ;1;SPL18-0034;900001660
CHRONOS600000101DE;115.78950; ;1;SPL18-0034;900001660
CHRONOS750000101DE;131.57890; ;1;SPL18-0034;900001660
ALISTAIR600000101DE;164.21050; ;1;SPL18-0034;900001660
ALISTAIR600000104DE;164.21050; ;1;SPL18-0034;900001660
ALISTAIR700000101DE;181.05260; ;1;SPL18-0034;900001660
ALISTAIR700000104DE;181.05260; ;1;SPL18-0034;900001660
ALISTAIR800000101DE;191.57890; ;1;SPL18-0034;900001660
ALISTAIR800000104DE;191.57890; ;1;SPL18-0034;900001660
LUCIUS000101DE;167.36840; ;1;SPL18-0034;900001660
LUCIUS000104DE;167.36840; ;1;SPL18-0034;900001660
OPHELIA700000101DE;203.15790; ;1;SPL18-0034;900001660
SANTINIMS000104DE;99.91670;119.9;1;SPL13-0002;FR_B2C
OPHELIA700000104DE;203.15790; ;1;SPL18-0034;900001660
OPHELIA850000101DE;213.68000; ;1;SPL18-0034;900001660
OPHELIA850000104DE;213.68000; ;1;SPL18-0034;900001660
OPHELIA1000000101DE;230.53000; ;1;SPL18-0034;900001660
OPHELIA1000000104DE;230.53000; ;1;SPL18-0034;900001660
SAPHIRA750000101DE;181.05260; ;1;SPL18-0034;900001660
SAPHIRA750000104DE;181.05260; ;1;SPL18-0034;900001660
ARA-NOVA000101DE;362.10530; ;1;SPL18-0034;900001660
ARA-NOVA000104DE;362.10530; ;1;SPL18-0034;900001660
KYRIAXL000101DE;416.84210; ;1;SPL18-0034;900001660
KYRIAXL000104DE;416.84210; ;1;SPL18-0034;900001660
ESMERA100CM000101DE;104.21050; ;1;SPL18-0034;900001660
SANTINIMS000104DE;111.98280;129.9;1;SPL13-0002;DE_B2C
SANTINIMS000104DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIMS000214DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIMS000214DE;111.98280;129.9;1;SPL13-0002;DE_B2C
SANTINIMS000214DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIMS000216DE;99.91670;119.9;1;SPL13-0002;FR_B2C
SANTINIMS000216DE;111.98280;129.9;1;SPL13-0002;DE_B2C
SANTINIMS000216DE;94.74134;109.9;3;SPL13-0002;UK_B2C
SANTINIPANEL000101DE;51.63790;59.9;1;SPL13-0002;DE_B2C
SANTINIPANEL000101DE;38.70690;44.9;1;SPL13-0003;DE_B2C
SANTINIPANEL000104DE;51.63790;59.9;1;SPL13-0002;DE_B2C
SANTINIPANEL000104DE;38.70690;44.9;1;SPL13-0003;DE_B2C
SANTINIPANEL000214DE;51.63790;59.9;1;SPL13-0002;DE_B2C
SANTINIPANEL000214DE;38.70690;44.9;1;SPL13-0003;DE_B2C
SANTINIPANEL000216DE;51.63790;59.9;1;SPL13-0002;DE_B2C
SANTINIPANEL000216DE;38.70690;44.9;1;SPL13-0003;DE_B2C
SANTINISET1002000101DE;416.58330;499.9;1;SPL13-0002;FR_B2C
SANTINISET1002000101DE;333.25000;399.9;1;SPL13-0003;FR_B2C
SANTINISET1002000101DE;430.94824;499.9;1;SPL13-0002;DE_B2C
SANTINISET1002000101DE;344.74136;399.9;1;SPL13-0003;DE_B2C
SANTINISET1002000101DE;413.70689;479.9;3;SPL13-0002;UK_B2C
SANTINISET1002000101DE;361.98271;419.9;3;SPL13-0003;UK_B2C
SANTINISET1002000103DE;416.58330;499.9;1;SPL13-0002;FR_B2C
SANTINISET1002000103DE;333.25000;399.9;1;SPL13-0003;FR_B2C
SANTINISET1002000103DE;430.94824;499.9;1;SPL13-0002;DE_B2C
SANTINISET1002000103DE;344.74136;399.9;1;SPL13-0003;DE_B2C
SANTINISET1002000103DE;413.70689;479.9;3;SPL13-0002;UK_B2C
SANTINISET1002000103DE;361.98271;419.9;3;SPL13-0003;UK_B2C
SANTINISET1002000104DE;416.58330;499.9;1;SPL13-0002;FR_B2C
SANTINISET1002000104DE;333.25000;399.9;1;SPL13-0003;FR_B2C
SANTINISET1002000104DE;430.94824;499.9;1;SPL13-0002;DE_B2C
SANTINISET1002000104DE;344.74136;399.9;1;SPL13-0003;DE_B2C
SANTINISET1002000104DE;413.70689;479.9;3;SPL13-0002;UK_B2C
SANTINISET1002000104DE;361.98271;419.9;3;SPL13-0003;UK_B2C
SANTINISET1002000214DE;416.58330;499.9;1;SPL13-0002;FR_B2C
SANTINISET1002000214DE;333.25000;399.9;1;SPL13-0003;FR_B2C
SANTINISET1002000214DE;430.94824;499.9;1;SPL13-0002;DE_B2C
SANTINISET1002000214DE;344.74136;399.9;1;SPL13-0003;DE_B2C
SANTINISET1002000214DE;413.70689;479.9;3;SPL13-0002;UK_B2C
SANTINISET1002000214DE;361.98271;419.9;3;SPL13-0003;UK_B2C
SANTINISET1002000216DE;416.58330;499.9;1;SPL13-0002;FR_B2C
SANTINISET1002000216DE;333.25000;399.9;1;SPL13-0003;FR_B2C
SANTINISET1002000216DE;430.94824;499.9;1;SPL13-0002;DE_B2C
SANTINISET1002000216DE;344.74136;399.9;1;SPL13-0003;DE_B2C
SANTINISET1002000216DE;413.70689;479.9;3;SPL13-0002;UK_B2C
SANTINISET1002000216DE;361.98271;419.9;3;SPL13-0003;UK_B2C
SANTINISET1003000101DE;508.25000;609.9;1;SPL13-0002;FR_B2C
SANTINISET1003000101DE;449.91670;539.9;1;SPL13-0003;FR_B2C
SANTINISET1003000101DE;525.77585;609.9;1;SPL13-0002;DE_B2C
SANTINISET1003000101DE;465.43106;539.9;1;SPL13-0003;DE_B2C
SANTINISET1003000101DE;508.53450;589.9;3;SPL13-0002;UK_B2C
SANTINISET1003000101DE;474.05168;549.9;3;SPL13-0003;UK_B2C
SANTINISET1003000103DE;508.25000;609.9;1;SPL13-0002;FR_B2C
SANTINISET1003000103DE;449.91670;539.9;1;SPL13-0003;FR_B2C
SANTINISET1003000103DE;525.77585;609.9;1;SPL13-0002;DE_B2C
SANTINISET1003000103DE;465.43106;539.9;1;SPL13-0003;DE_B2C
SANTINISET1003000103DE;508.53450;589.9;3;SPL13-0002;UK_B2C
SANTINISET1003000103DE;474.05168;549.9;3;SPL13-0003;UK_B2C
SANTINISET1003000104DE;508.25000;609.9;1;SPL13-0002;FR_B2C
SANTINISET1003000104DE;449.91670;539.9;1;SPL13-0003;FR_B2C
SANTINISET1003000104DE;525.77585;609.9;1;SPL13-0002;DE_B2C
SANTINISET1003000104DE;465.43106;539.9;1;SPL13-0003;DE_B2C
SANTINISET1003000104DE;508.53450;589.9;3;SPL13-0002;UK_B2C
SANTINISET1003000104DE;474.05168;549.9;3;SPL13-0003;UK_B2C
SANTINISET1003000214DE;508.25000;609.9;1;SPL13-0002;FR_B2C
SANTINISET1003000214DE;449.91670;539.9;1;SPL13-0003;FR_B2C
SANTINISET1003000214DE;525.77585;609.9;1;SPL13-0002;DE_B2C
SANTINISET1003000214DE;465.43106;539.9;1;SPL13-0003;DE_B2C
SANTINISET1003000214DE;508.53450;589.9;3;SPL13-0002;UK_B2C
SANTINISET1003000214DE;474.05168;549.9;3;SPL13-0003;UK_B2C
SANTINISET1003000216DE;508.25000;609.9;1;SPL13-0002;FR_B2C
SANTINISET1003000216DE;449.91670;539.9;1;SPL13-0003;FR_B2C
SANTINISET1003000216DE;525.77585;609.9;1;SPL13-0002;DE_B2C
SANTINISET1003000216DE;465.43106;539.9;1;SPL13-0003;DE_B2C
SANTINISET1003000216DE;508.53450;589.9;3;SPL13-0002;UK_B2C
SANTINISET1003000216DE;474.05168;549.9;3;SPL13-0003;UK_B2C
SANTINISET602000101DE;299.91670;359.9;1;SPL13-0002;FR_B2C
SANTINISET602000101DE;233.25000;279.9;1;SPL13-0003;FR_B2C
SANTINISET602000101DE;310.25865;359.9;1;SPL13-0002;DE_B2C
SANTINISET602000101DE;241.29312;279.9;1;SPL13-0003;DE_B2C
SANTINISET602000101DE;284.39656;329.9;3;SPL13-0002;UK_B2C
SANTINISET602000101DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINISET602000103DE;299.91670;359.9;1;SPL13-0002;FR_B2C
SANTINISET602000103DE;233.25000;279.9;1;SPL13-0003;FR_B2C
SANTINISET602000103DE;310.25865;359.9;1;SPL13-0002;DE_B2C
SANTINISET602000103DE;241.29312;279.9;1;SPL13-0003;DE_B2C
SANTINISET602000103DE;284.39656;329.9;3;SPL13-0002;UK_B2C
SANTINISET602000103DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINISET602000104DE;299.91670;359.9;1;SPL13-0002;FR_B2C
SANTINISET602000104DE;233.25000;279.9;1;SPL13-0003;FR_B2C
SANTINISET602000104DE;310.25865;359.9;1;SPL13-0002;DE_B2C
SANTINISET602000104DE;241.29312;279.9;1;SPL13-0003;DE_B2C
SANTINISET602000104DE;284.39656;329.9;3;SPL13-0002;UK_B2C
SANTINISET602000104DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINISET602000214DE;299.91670;359.9;1;SPL13-0002;FR_B2C
SANTINISET602000214DE;233.25000;279.9;1;SPL13-0003;FR_B2C
SANTINISET602000214DE;310.25865;359.9;1;SPL13-0002;DE_B2C
SANTINISET602000214DE;241.29312;279.9;1;SPL13-0003;DE_B2C
SANTINISET602000214DE;284.39656;329.9;3;SPL13-0002;UK_B2C
SANTINISET602000214DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINISET602000216DE;299.91670;359.9;1;SPL13-0002;FR_B2C
SANTINISET602000216DE;233.25000;279.9;1;SPL13-0003;FR_B2C
SANTINISET602000216DE;310.25865;359.9;1;SPL13-0002;DE_B2C
SANTINISET602000216DE;241.29312;279.9;1;SPL13-0003;DE_B2C
SANTINISET602000216DE;284.39656;329.9;3;SPL13-0002;UK_B2C
SANTINISET602000216DE;206.81031;239.9;3;SPL13-0003;UK_B2C
SANTINISET603000101DE;391.58330;469.9;1;SPL13-0002;FR_B2C
SANTINISET603000101DE;341.58330;409.9;1;SPL13-0003;FR_B2C
SANTINISET603000101DE;405.08616;469.9;1;SPL13-0002;DE_B2C
SANTINISET603000101DE;361.98271;419.9;1;SPL13-0003;DE_B2C
SANTINISET603000101DE;379.22417;439.9;3;SPL13-0002;UK_B2C
SANTINISET603000101DE;318.87927;369.9;3;SPL13-0003;UK_B2C
SANTINISET603000103DE;391.58330;469.9;1;SPL13-0002;FR_B2C
SANTINISET603000103DE;341.58330;409.9;1;SPL13-0003;FR_B2C
SANTINISET603000103DE;405.08616;469.9;1;SPL13-0002;DE_B2C
SANTINISET603000103DE;361.98271;419.9;1;SPL13-0003;DE_B2C
SANTINISET603000103DE;379.22417;439.9;3;SPL13-0002;UK_B2C
SANTINISET603000103DE;318.87927;369.9;3;SPL13-0003;UK_B2C
SANTINISET603000104DE;391.58330;469.9;1;SPL13-0002;FR_B2C
SANTINISET603000104DE;341.58330;409.9;1;SPL13-0003;FR_B2C
SANTINISET603000104DE;405.08616;469.9;1;SPL13-0002;DE_B2C
SANTINISET603000104DE;361.98271;419.9;1;SPL13-0003;DE_B2C
SANTINISET603000104DE;379.22417;439.9;3;SPL13-0002;UK_B2C
SANTINISET603000104DE;318.87927;369.9;3;SPL13-0003;UK_B2C
SANTINISET603000214DE;391.58330;469.9;1;SPL13-0002;FR_B2C
SANTINISET603000214DE;341.58330;409.9;1;SPL13-0003;FR_B2C
SANTINISET603000214DE;405.08616;469.9;1;SPL13-0002;DE_B2C
SANTINISET603000214DE;361.98271;419.9;1;SPL13-0003;DE_B2C
SANTINISET603000214DE;379.22417;439.9;3;SPL13-0002;UK_B2C
SANTINISET603000214DE;318.87927;369.9;3;SPL13-0003;UK_B2C
SANTINISET603000216DE;391.58330;469.9;1;SPL13-0002;FR_B2C
SANTINISET603000216DE;341.58330;409.9;1;SPL13-0003;FR_B2C
SANTINISET603000216DE;405.08616;469.9;1;SPL13-0002;DE_B2C
SANTINISET603000216DE;361.98271;419.9;1;SPL13-0003;DE_B2C
SANTINISET603000216DE;379.22417;439.9;3;SPL13-0002;UK_B2C
SANTINISET603000216DE;318.87927;369.9;3;SPL13-0003;UK_B2C
SANTINISET604000101DE;462.16670;554.6;1;SPL13-0002;FR_B2C
SANTINISET604000101DE;358.25000;429.9;1;SPL13-0003;FR_B2C
SANTINISET604000101DE;486.72416;564.6;1;SPL13-0002;DE_B2C
SANTINISET604000101DE;387.84480;449.9;1;SPL13-0003;DE_B2C
SANTINISET604000101DE;439.31035;509.6;3;SPL13-0002;UK_B2C
SANTINISET604000101DE;344.74136;399.9;3;SPL13-0003;UK_B2C
SANTINISET604000103DE;462.16670;554.6;1;SPL13-0002;FR_B2C
SANTINISET604000103DE;358.25000;429.9;1;SPL13-0003;FR_B2C
SANTINISET604000103DE;486.72416;564.6;1;SPL13-0002;DE_B2C
SANTINISET604000103DE;387.84480;449.9;1;SPL13-0003;DE_B2C
SANTINISET604000103DE;439.31035;509.6;3;SPL13-0002;UK_B2C
SANTINISET604000103DE;344.74136;399.9;3;SPL13-0003;UK_B2C
SANTINISET604000104DE;462.16670;554.6;1;SPL13-0002;FR_B2C
